Survey_ID,Region,Country,Business Unit,Quarter,Employee_Level,Question_ID,Question_Category,Response_Value,Response_Date
S-3919,EmEa,Japan,IT,q22025,director,q3,Conflict of Int.,4.0,
S-2113,APAC,     ,sales,Q3-2025,,q-1,Compliance,1.0,12-11-2025
S-2812,APAC,France,IT,q22025,Senior Staff,q3,Conflict of Int.,6.0,28-03-2025
S-1849,APAC,France,Sales,Q3-2025,Director,Q-04,Conduct,3.0,2025/07/14
S-2924,Americas,     ,F,Q1 2025,Senior Staff,q-2,Conduct,,
S-3342,ApAc,France,hr,Q1-2025, ,Q-2,Conduct,4.0,15-02-2025
S-2045,ApAc,INDIA,HR,Q2-2025,Director,q-2,ethics,2.0,2025/10/27
S-3119,APAC,,Finance,Q3-2025,staff,Q-01,Conflict of Int.,2.0,
S-1651,AMERICAS,,s,Q1-2025,Director,Q-02,Data privacy,3.0,2025-05-31
S-2786,apac,,IT,Q1 2025,director,Q-05,ethics,5.0,
S-1378,Americas,,IT,Q2-2025,,q-2,Data Privacy,2.0,2025/04/11
S-3919,AMERICAS,United States,finance,Q2-2025,Manager,3,Ethics,,2025/07/08
S-1733,EMEA, ,IT,Q1 2025,Staff,q-1,Conflict of Int.,2.0,2025-09-20
S-3052,Americas,UK,IT,Q1 2025,Staff,q-2,ethics,,08-11-2025
S-3351,apac,Japan,Operations,Q3-2025,Manager,q-5,Ethics,6.0,2025/11/24
S-1174,AMERICAS,UK,IT,Q1-2025,Director,q-2,Data privacy,,2025/07/22
S-3218,emea, ,sales,q22025,,q-1,Conflict of Int.,5.0,27-07-2025
S-3145,emea,India,s,Q3-2025,Manager,Q-01,ethics,1.0,08-07-2025
S-1474,emea,UK,hr,Q2-2025,staff,Q-01,Compliance,4.0,2025-01-09
S-2784,EMEA,Japan,F,q22025,Manager,q04,Conflict of Int.,3.0,2025-03-14
S-1931,EmEa,Germany,sales,Q3-2025, ,q-5,Data Privacy,3.0,2025-08-26
S-2704,Americas,INDIA,IT,q22025,Senior Staff,Q-05,Compliance,1.0,2025/07/17
S-2776,AMERICAS,,HR,Q2-2025,,3,Data Privacy,1.0,2025-09-03
S-2444,ApAc,INDIA,HR,Q4-2025,Manager,Q-01,Ethics,2.0,15-10-2025
S-1246,Americas, ,Operations,q22025,,q-1,Ethics,4.0,10-11-2025
S-2422,ApAc,Germany,Sales,Q1-2025,,q3,Ethics,4.0,2025/08/10
S-1149,AMERICAS,India,hr,Q2-2025, ,q-5,Conduct,6.0,2025-03-14
S-1382,emea,Germany,hr,Q1 2025,Staff,Q-01,Compliance,1.0,10-04-2025
S-3332,APAC,UK,IT,Q3-2025,,q3,Compliance,2.0,
S-1272,EMEA,,Finance,Q2-2025, ,Q-02,ethics,4.0,2025/03/26
S-3022,AMERICAS,United States,sales,Q2-2025,staff,q-2,Compliance,5.0,2025/06/19
S-3724,ApAc, ,IT,q22025,,q04,Compliance,,2025-05-06
S-1092,emea,Japan,HR,Q2-2025,,Q-05,Data Privacy,6.0,2025/01/27
S-2231,apac,United States,IT,Q4-2025,manager,Q-04,ethics,4.0,2025/02/20
S-3221,ApAc,UK,hr,Q3-2025,staff,Q-05,Ethics,2.0,2025/09/04
S-1272,ApAc,USA,hr,Q3-2025,director,Q-03,Data Privacy,4.0,20-06-2025
S-1485,apac,INDIA,sales,Q3-2025,director,q3,ethics,4.0,01-05-2025
S-1997,EMEA,France,IT,Q4-2025,staff,q3,Data Privacy,,
S-1337,AMERICAS,JN,Finance,Q1 2025,,Q-2,Data Privacy,1.0,2025-03-19
S-1009,EmEa,India,Finance,Q1 2025,Director,q-1,Conduct,6.0,2025/07/02
S-3343,AMERICAS,USA,IT,Q2-2025,staff,Q-02,Ethics,5.0,
S-1162,Americas,,Operations,Q1 2025,director,q-2,Ethics,3.0,2025/11/12
S-1294,apac,India,finance,Q3-2025,Director,Q-03,Conduct,,19-02-2025
S-3485,APAC,IN,HR,Q1-2025,director,q-1,Conduct,2.0,20-08-2025
S-3085,apac,Germany,hr,Q3-2025,manager,Q-05,Conduct,3.0,2025-08-25
S-3881,EMEA,USA,finance,Q1-2025,Senior Staff,Q-03,Ethics,4.0,07-02-2025
S-2363,ApAc,,Operations,q22025, ,Q-2,Data Privacy,1.0,2025/10/10
S-3408,apac,IN,Operations,Q3-2025,Staff,q-1,ethics,4.0,2025-02-03
S-1129,apac,UK,IT,Q3-2025, ,q04,Data Privacy,,15-06-2025
S-1545,ApAc,IN,hr,q22025,staff,q3,Conflict of Int.,6.0,26-03-2025
S-2704,AMERICAS,Japan,Sales,Q1 2025,Staff,Q-03,ethics,5.0,2025-05-23
S-3953,EMEA,UK,Finance,Q1-2025,staff,q-5,Compliance,,2025-06-22
S-1429,EmEa,JN,s,Q1 2025,manager,Q-03,Compliance,6.0,16-09-2025
S-3175,emea, ,F,Q4-2025,manager,Q-2,Conflict of Int.,6.0,2025/08/21
S-3421,apac, ,sales,Q1-2025,Director,q-1,Ethics,4.0,02-02-2025
S-2710,EmEa,,F,Q1 2025,staff,q3,ethics,4.0,2025-01-20
S-3738,apac,UK,HR,Q1-2025,,Q-04,Ethics,2.0,2025-08-19
S-2627,Americas,UK,Finance,Q1-2025,Director,3,Conflict of Int.,5.0,2025/01/09
S-3622,apac,JN,F,q22025,Staff,q-2,Data privacy,2.0,10-10-2025
S-1475,APAC,UK,s,q22025,staff,Q-03,Data privacy,6.0,2025-08-08
S-2347,APAC,Japan,Finance,Q1-2025,Manager,q-5,Conduct,3.0,2025/05/30
S-2054,emea,India,hr,Q1 2025,Manager,q-1,Ethics,,2025/06/08
S-3833,AMERICAS,United States,IT,Q1-2025,Staff,Q-04,Ethics,,2025-05-19
S-1465,EmEa,France,finance,Q4-2025,,q-2,Data privacy,1.0,11-11-2025
S-1342,ApAc,JN,finance,Q2-2025,Manager,Q-2,Conflict of Int.,2.0,2025/05/09
S-1075,AMERICAS,United States,IT,Q1 2025,staff,Q-03,Data privacy,,10-04-2025
S-3587,ApAc,USA,Sales,Q3-2025,director,Q-02,Conflict of Int.,5.0,2025-07-26
S-1687,APAC,,sales,Q4-2025,Senior Staff,q-5,ethics,,2025/09/11
S-2876,emea,France,Sales,Q1 2025,Staff,Q-01,Data Privacy,2.0,
S-2456,Americas,     ,Sales,q22025,staff,Q-2,Conduct,,
S-2291,EmEa,United States,IT,Q1-2025,,3,Conflict of Int.,1.0,31-08-2025
S-3268,ApAc,United States,F,Q1-2025,staff,Q-04,Compliance,5.0,2025-05-31
S-1437,Americas,Germany,IT,q22025,Director,Q-2,ethics,3.0,2025-07-30
S-3175,ApAc,United States,sales,Q2-2025,Director,Q-2,Ethics,1.0,2025-06-17
S-3916,AMERICAS,,IT,Q4-2025,Senior Staff,q-1,Ethics,1.0,20-06-2025
S-1507,EMEA,,Operations,Q4-2025,Senior Staff,Q-04,Ethics,3.0,2025/10/09
S-1327,apac, ,HR,Q1-2025,director,Q-01,Compliance,4.0,
S-2366,apac,IN,Finance,Q1 2025,Senior Staff,Q-02,Data privacy,1.0,2025-09-02
S-2922,ApAc,UK,s,Q1-2025,Director,Q-03,Data privacy,5.0,2025-05-07
S-2369,EMEA,India,F,q22025,Senior Staff,q04,Conflict of Int.,1.0,2025-03-06
S-3796,APAC,UK,Finance,q22025,,Q-05,Data privacy,,07-04-2025
S-3243,APAC,USA,hr,Q1 2025,director,Q-04,Conflict of Int.,5.0,11-03-2025
S-3420,emea,,HR,Q2-2025,manager,q3,Conflict of Int.,1.0,2025/05/11
S-3480,EmEa,USA,finance,Q3-2025,manager,q-5,Compliance,6.0,2025/04/05
S-3377,AMERICAS,     ,Operations,Q1 2025,Staff,Q-04,ethics,6.0,
S-1296,emea,India,Operations,Q2-2025,Senior Staff,q3,Ethics,6.0,2025/02/26
S-1057,emea,United States,Sales,Q1 2025, ,Q-03,ethics,6.0,05-03-2025
S-2332,emea,UK,s,q22025,Director,q-2,Conduct,2.0,2025-03-16
S-2595,ApAc,INDIA,Operations,Q3-2025, ,Q-05,Data Privacy,1.0,10-08-2025
S-1650,Americas,JN,Finance,q22025, ,3,Compliance,2.0,2025-05-28
S-2161,apac,India,hr,Q1-2025, ,3,Ethics,5.0,2025/06/05
S-1919,EmEa,INDIA,HR,Q3-2025,director,Q-05,ethics,4.0,2025-03-10
S-1961,EmEa,UK,Operations,Q4-2025,,q04,ethics,1.0,2025/07/09
S-2044,AMERICAS,Germany,s,Q2-2025,director,Q-01,Ethics,5.0,2025-02-24
S-2159,apac,JN,Operations,q22025,,q3,Data privacy,,2025/04/04
S-3036,Americas,India,Finance,Q2-2025,,Q-2,Data privacy,3.0,
S-1793,EMEA,United States,HR,q22025,director,Q-05,Conduct,,2025/04/13
S-2647,ApAc,United States,hr,Q3-2025,manager,Q-04,Compliance,1.0,02-07-2025
S-1988,ApAc,Japan,Operations,Q3-2025,,Q-01,Conduct,1.0,2025-03-12
S-2683,Americas,INDIA,sales,Q3-2025,,q-5,Ethics,1.0,08-10-2025
S-3943,EMEA,INDIA,Operations,Q1 2025,staff,Q-02,Ethics,3.0,
S-3407,emea,United States,HR,q22025, ,Q-04,Ethics,3.0,2025-11-10
S-1384,apac,JN,F,Q4-2025,manager,Q-01,Data Privacy,6.0,2025/03/27
S-3851,Americas,,sales,Q1 2025,director,q-1,Ethics,1.0,2025/04/28
S-2138,Americas,UK,Sales,Q2-2025, ,3,Conduct,2.0,
S-1400,Americas,     ,HR,Q1 2025,Manager,Q-03,ethics,6.0,
S-1735,APAC,,Operations,Q1 2025,Manager,Q-05,Data Privacy,1.0,2025/04/26
S-1551,Americas,United States,Operations,Q2-2025,Director,q04,Data Privacy,2.0,23-03-2025
S-2549,Americas,India,Sales,Q1-2025,,Q-03,Conduct,,2025-02-25
S-1646,APAC,United States,IT,Q3-2025,Senior Staff,Q-2,ethics,6.0,2025/05/17
S-3131,ApAc,Japan,IT,Q4-2025,,q04,Data privacy,2.0,2025-08-06
S-3503,EmEa,Germany,Sales,Q2-2025,manager,q-5,Conflict of Int.,,11-04-2025
S-2211,emea,JN,s,Q3-2025,Senior Staff,q3,Ethics,,2025-01-28
S-3869,AMERICAS, ,sales,Q3-2025,Manager,Q-01,Data privacy,2.0,2025-04-29
S-1986,Americas, ,F,Q4-2025,Senior Staff,Q-04,Data privacy,5.0,
S-3151,AMERICAS,Germany,HR,Q2-2025,,Q-03,Conflict of Int.,2.0,
S-3010,APAC,India,Operations,q22025,Senior Staff,3,ethics,5.0,2025/08/05
S-3597,AMERICAS,IN,Sales,Q3-2025,Manager,q04,Compliance,,2025-01-17
S-1112,Americas,,Finance,Q1-2025,staff,Q-03,Conflict of Int.,6.0,2025-10-27
S-1339,APAC,Japan,finance,Q3-2025,,q04,Compliance,1.0,2025-11-06
S-3946,EMEA,France,Sales,Q3-2025,Senior Staff,3,Conduct,3.0,2025-05-14
S-1349,EMEA,,F,Q4-2025, ,Q-05,Data Privacy,5.0,2025-02-09
S-1720,apac, ,F,Q1-2025,staff,Q-2,Data Privacy,1.0,2025-08-28
S-1181,Americas,USA,HR,Q1 2025,director,q-1,Conduct,3.0,
S-3966,apac, ,IT,Q3-2025,director,q3,Ethics,2.0,2025/05/18
S-1934,ApAc,France,Finance,Q2-2025,Director,Q-03,Conflict of Int.,5.0,2025/01/22
S-3926,Americas,     ,sales,Q1-2025,director,Q-04,ethics,4.0,2025/11/11
S-2885,ApAc,JN,Finance,Q4-2025,,Q-03,ethics,1.0,
S-1193,AMERICAS,,hr,Q2-2025,,Q-02,Data privacy,5.0,2025/05/14
S-2060,EMEA, ,sales,Q3-2025,manager,3,ethics,4.0,2025/04/07
S-3654,AMERICAS,UK,HR,Q1 2025,Manager,q04,Ethics,2.0,2025/11/13
S-2209,EMEA, ,F,q22025,Director,Q-2,Compliance,2.0,
S-2720,EMEA,France,s,Q3-2025,manager,Q-02,Compliance,,2025-08-25
S-2599,apac,     ,hr,Q1 2025,staff,q-1,Conflict of Int.,3.0,2025-01-22
S-2652,APAC,IN,Sales,Q2-2025,,q04,ethics,3.0,2025/01/12
S-1347,EmEa,UK,HR,Q3-2025,Director,Q-05,Data privacy,5.0,2025/09/29
S-1093,APAC,IN,finance,Q2-2025,manager,3,Conduct,5.0,22-05-2025
S-3972,EMEA,Japan,F,q22025,Staff,q04,Conduct,3.0,
S-3814,Americas,,HR,Q1 2025,manager,Q-04,ethics,,2025/04/10
S-2056,ApAc,IN,finance,Q3-2025,manager,Q-03,Conflict of Int.,1.0,
S-3914,EmEa, ,sales,q22025,Senior Staff,3,Ethics,5.0,2025/05/04
S-1375,APAC,Japan,Operations,Q1 2025,director,q04,Compliance,2.0,
S-2666,Americas,IN,finance,Q1-2025,,q-2,Conflict of Int.,3.0,18-02-2025
S-3051,emea,JN,s,q22025,,Q-01,Ethics,2.0,2025-01-14
S-3401,AMERICAS,France,hr,Q1-2025,,Q-03,Conflict of Int.,5.0,2025-01-07
S-3820,emea,France,sales,q22025, ,Q-05,Conduct,3.0,2025-11-02
S-3969,emea,USA,F,q22025,manager,Q-2,Compliance,5.0,2025-03-10
S-1313,apac,,finance,Q1-2025,,q04,Conflict of Int.,5.0,04-10-2025
S-1926,APAC,UK,s,Q3-2025,staff,Q-01,Data privacy,2.0,2025-07-28
S-1699,EMEA,INDIA,F,Q4-2025,,Q-03,Ethics,2.0,21-06-2025
S-2714,AMERICAS,United States,HR,Q1-2025,Director,Q-03,Data privacy,5.0,22-01-2025
S-3583,Americas,JN,Sales,Q1 2025, ,Q-2,Data Privacy,4.0,2025/01/24
S-3842,AMERICAS,United States,IT,Q3-2025,Staff,Q-01,ethics,,2025-09-24
S-2480,emea,UK,F,Q1-2025,Staff,Q-2,ethics,6.0,2025/06/14
S-1872,AMERICAS,India,Operations,Q2-2025,staff,q-1,Ethics,,2025-10-09
S-2787,AMERICAS,Japan,sales,Q3-2025,,q04,ethics,5.0,26-09-2025
S-2190,Americas,United States,Operations,Q2-2025,,Q-01,Conflict of Int.,5.0,10-04-2025
S-2223,APAC,Japan,s,q22025,,Q-03,Data Privacy,1.0,27-11-2025
S-3518,AMERICAS,USA,finance,q22025,staff,q-2,Conduct,6.0,
S-1195,ApAc,,F,q22025,Senior Staff,Q-05,Compliance,5.0,2025/01/09
S-2856,apac,,IT,Q3-2025,director,q3,Data privacy,,2025/06/01
S-3629,EmEa,United States,s,Q2-2025,Manager,3,Conflict of Int.,3.0,2025/11/23
S-2017,EMEA,France,F,Q1-2025,Director,Q-01,Conflict of Int.,5.0,2025/10/19
S-1797,EMEA,INDIA,finance,Q1 2025,manager,Q-05,Conflict of Int.,2.0,09-08-2025
S-3310,Americas,UK,F,q22025,Staff,3,Data Privacy,2.0,02-03-2025
S-2711,Americas,     ,sales,Q1 2025,manager,Q-05,Data privacy,6.0,2025-11-07
S-2335,ApAc,     ,Operations,Q4-2025,Manager,q04,Data privacy,,
S-2167,Americas,France,hr,q22025,Senior Staff,Q-03,Conduct,5.0,2025-06-24
S-3250,EMEA,UK,F,Q2-2025,,q04,ethics,4.0,2025/02/17
S-2567,emea,France,hr,q22025,Senior Staff,Q-04,Ethics,5.0,2025-08-07
S-3753,EMEA,JN,Operations,Q4-2025,staff,q3,Compliance,,09-04-2025
S-2633,EMEA,INDIA,F,Q2-2025,,Q-05,Conduct,1.0,26-03-2025
S-1917,Americas,USA,s,Q3-2025,director,Q-2,Ethics,1.0,2025/07/18
S-1828,AMERICAS,United States,Operations,Q4-2025,staff,Q-01,Ethics,1.0,2025/01/29
S-3656,apac,United States,HR,q22025,Senior Staff,q-5,Compliance,1.0,2025/04/01
S-3138,APAC,,F,Q3-2025,director,q04,ethics,1.0,2025/04/23
S-2147,apac,USA,sales,Q3-2025, ,q3,Compliance,4.0,2025-08-18
S-3974,emea,JN,hr,q22025,Manager,q3,ethics,3.0,
S-1378,EmEa,IN,sales,Q3-2025,Staff,Q-03,Data privacy,6.0,04-02-2025
S-1094,emea, ,s,Q2-2025,Senior Staff,Q-04,ethics,2.0,2025-02-15
S-2287,ApAc,IN,IT,Q1 2025,staff,Q-2,Ethics,4.0,10-02-2025
S-1044,APAC,,IT,q22025,Senior Staff,Q-02,Data privacy,2.0,
S-1462,APAC,JN,hr,Q1 2025,,q04,Compliance,2.0,2025/10/07
S-2413,emea,United States,Operations,Q1 2025, ,Q-02,Conduct,5.0,2025/05/16
S-1202,EMEA,,F,Q2-2025,Staff,Q-03,Conflict of Int.,4.0,2025-01-23
S-2767,apac,Germany,Finance,Q1 2025, ,Q-04,Conduct,3.0,23-07-2025
S-3189,AMERICAS,India,sales,q22025, ,q04,Data privacy,2.0,2025-02-08
S-1662,AMERICAS,Japan,F,Q4-2025,Manager,Q-02,Conduct,2.0,2025-08-03
S-3346,ApAc,IN,sales,q22025, ,Q-04,Conflict of Int.,4.0,2025/04/29
S-1996,AMERICAS,,s,Q1 2025,,q04,Compliance,4.0,
S-1938,EmEa,IN,Finance,Q3-2025,,q-5,Conduct,4.0,02-03-2025
S-2960,Americas,UK,sales,Q1 2025,director,3,Conflict of Int.,,08-01-2025
S-1010,emea, ,IT,Q1-2025,Manager,Q-03,ethics,6.0,2025-03-23
S-2612,ApAc,USA,Sales,Q4-2025, ,Q-02,Conduct,3.0,2025/03/18
S-1299,EMEA,United States,F,Q1 2025,staff,q3,Data Privacy,4.0,2025/01/21
S-3420,apac,INDIA,hr,Q4-2025,,Q-05,Conflict of Int.,5.0,2025-03-23
S-1155,ApAc,JN,Finance,Q4-2025,manager,q04,Conflict of Int.,5.0,2025/11/03
S-3833,apac, ,HR,q22025,Manager,Q-05,Data privacy,3.0,2025/11/09
S-3268,AMERICAS,     ,finance,Q2-2025,staff,q-2,Conduct,5.0,2025/01/19
S-3683,EmEa,United States,Sales,Q1 2025,manager,3,Data Privacy,4.0,2025/04/11
S-3690,EMEA,USA,F,Q3-2025,Director,Q-2,Conflict of Int.,1.0,2025/02/02
S-3572,EmEa,Japan,F,Q4-2025, ,Q-2,Data privacy,2.0,22-10-2025
S-3072,EmEa,IN,IT,Q1 2025,staff,3,Data privacy,2.0,2025/01/20
S-3180,ApAc,     ,s,Q1-2025,director,q04,ethics,6.0,02-05-2025
S-1213,apac,USA,Sales,Q3-2025,director,q-5,Data privacy,3.0,2025-10-19
S-1126,AMERICAS,India,HR,Q4-2025,Manager,q-5,Compliance,,2025-05-09
S-3145,emea,Japan,F,Q3-2025,manager,Q-03,Compliance,,2025-05-31
S-3615,APAC,     ,IT,q22025,,q-5,Data privacy,,2025-07-20
S-1797,AMERICAS,France,hr,Q1 2025,Director,Q-02,Conduct,6.0,2025/04/06
S-2384,EmEa,India,Sales,Q3-2025,Manager,q3,ethics,4.0,2025/04/24
S-1911,ApAc, ,F,q22025,staff,Q-02,ethics,,2025-09-16
S-3294,emea,France,Sales,Q1-2025, ,3,Compliance,4.0,14-10-2025
S-1065,ApAc,JN,sales,q22025,Director,Q-05,ethics,1.0,2025/11/18
S-1492,AMERICAS,,finance,Q3-2025, ,Q-03,Ethics,2.0,2025/06/20
S-1967,apac,JN,Finance,Q1-2025,staff,Q-04,Data Privacy,3.0,
S-2203,EmEa,United States,Sales,Q2-2025,manager,Q-02,ethics,6.0,2025-11-14
S-2719,EmEa,IN,s,Q1-2025,manager,Q-2,Data Privacy,,2025/01/09
S-2089,EMEA,IN,finance,Q2-2025,Senior Staff,Q-01,Conflict of Int.,3.0,2025/07/16
S-3168,AMERICAS,IN,F,Q4-2025, ,3,Ethics,5.0,09-03-2025
S-1028,apac,France,IT,Q1 2025,,3,Data privacy,,2025-07-25
S-1561,ApAc, ,hr,Q3-2025,Staff,q-1,Conflict of Int.,,01-08-2025
S-3208,EmEa,Germany,HR,Q1 2025,Manager,q-2,Conduct,3.0,2025/05/24
S-3590,ApAc,IN,F,Q3-2025,staff,q-1,Conflict of Int.,6.0,2025-05-28
S-3057,EMEA,Germany,F,Q1-2025,Senior Staff,q-5,Data Privacy,3.0,
S-1026,Americas,USA,IT,Q2-2025,staff,q04,ethics,5.0,2025-04-29
S-1969,EMEA,     ,finance,Q2-2025,staff,Q-02,ethics,1.0,2025-09-04
S-3138,APAC,     ,hr,Q4-2025,Manager,q04,Ethics,3.0,2025/09/24
S-3527,emea,UK,F,Q4-2025, ,Q-03,Data Privacy,,24-04-2025
S-2840,EmEa,IN,HR,q22025,director,Q-03,Conduct,1.0,2025/09/21
S-3883,EMEA,France,HR,Q1 2025,Senior Staff,3,ethics,,2025-10-06
S-1548,APAC,,finance,Q1 2025,manager,q3,ethics,,17-11-2025
S-3557,AMERICAS,USA,hr,q22025,Staff,Q-02,Data privacy,2.0,2025-09-08
S-1836,EmEa,France,Finance,Q4-2025,Manager,q-2,Data Privacy,5.0,2025-08-22
S-1741,ApAc,Japan,sales,Q2-2025,Director,q-5,Compliance,5.0,2025-09-05
S-2553,EMEA,,F,Q1-2025,staff,Q-03,Data privacy,1.0,21-08-2025
S-3694,APAC,IN,finance,Q3-2025,Staff,3,Conflict of Int.,2.0,2025/03/03
S-2921,EMEA,United States,sales,q22025,manager,Q-04,Data Privacy,,2025/04/22
S-3685,EMEA,,Finance,Q2-2025,Manager,Q-03,ethics,5.0,2025-11-11
S-2688,EMEA,United States,hr,Q2-2025,Senior Staff,q04,Compliance,2.0,2025-03-15
S-1683,ApAc,     ,Sales,q22025,manager,q3,Conflict of Int.,5.0,12-10-2025
S-2093,emea,United States,sales,q22025, ,q-5,Conduct,4.0,21-07-2025
S-2013,Americas,,Sales,Q2-2025,Director,q3,Conflict of Int.,,2025-03-01
S-2831,EmEa,USA,IT,Q4-2025,Manager,q-2,Ethics,2.0,
S-2010,EmEa,JN,s,Q3-2025,Senior Staff,Q-04,Data Privacy,6.0,2025-06-17
S-3374,APAC,India,IT,Q1-2025,Senior Staff,Q-03,Conflict of Int.,3.0,2025/01/28
S-1772,EMEA,USA,Finance,Q2-2025,,q-2,Data privacy,,2025/08/27
S-3063,EmEa,France,Operations,q22025,staff,q04,Data privacy,3.0,2025/11/23
S-2616,Americas,JN,Finance,Q1 2025,Staff,Q-05,Compliance,2.0,2025-11-27
S-3346,ApAc,United States,sales,Q1-2025,staff,Q-03,ethics,,2025-02-17
S-1612,EMEA,JN,F,q22025,staff,q04,Ethics,1.0,02-09-2025
S-3678,APAC,USA,F,Q1 2025,Staff,q3,Data Privacy,4.0,
S-3814,EmEa,United States,F,Q1-2025,Manager,Q-2,Ethics,6.0,2025-03-19
S-1849,EMEA,United States,sales,Q3-2025, ,q04,ethics,1.0,2025-02-15
S-1462,emea,UK,finance,Q1 2025,Manager,Q-01,Ethics,5.0,2025-08-17
S-3962,ApAc,     ,s,Q3-2025,manager,Q-04,Data privacy,6.0,19-01-2025
S-3343,APAC,UK,hr,Q2-2025,manager,3,Ethics,6.0,2025/06/04
S-1425,EMEA,JN,HR,Q1 2025,Senior Staff,Q-02,Compliance,1.0,2025/07/22
S-3150,EMEA,France,Finance,Q4-2025,staff,Q-03,ethics,5.0,2025-03-07
S-3423,APAC,IN,Sales,Q2-2025,director,Q-02,Conflict of Int.,6.0,2025-01-01
S-3932,ApAc,India,F,Q3-2025,Staff,Q-02,ethics,4.0,2025-05-22
S-2737,ApAc, ,Sales,Q4-2025,staff,Q-2,Compliance,,2025-04-19
S-2063,AMERICAS,IN,IT,Q1-2025,Manager,q-2,Ethics,4.0,2025-11-11
S-2964,APAC, ,sales,Q2-2025,Staff,Q-03,Data privacy,5.0,
S-3945,AMERICAS,UK,hr,Q4-2025,Staff,Q-2,ethics,2.0,2025/05/25
S-3663,AMERICAS,France,Sales,Q2-2025,Manager,q04,Conduct,6.0,
S-3873,apac,USA,Operations,Q1-2025,Senior Staff,Q-01,Data privacy,3.0,27-07-2025
S-3312,EmEa,France,hr,Q2-2025,Senior Staff,q-1,Data Privacy,5.0,28-06-2025
S-2168,emea,,IT,Q1 2025,Director,q-2,Conflict of Int.,1.0,09-05-2025
S-2779,Americas,United States,Finance,Q4-2025,Staff,Q-02,Conflict of Int.,,2025-01-20
S-1110,emea, ,Operations,Q1-2025, ,Q-2,Compliance,,2025-09-08
S-2736,Americas, ,Finance,Q4-2025,Senior Staff,q-5,Conduct,3.0,2025/03/17
S-1125,AMERICAS,France,Finance,Q3-2025,Senior Staff,Q-04,Data privacy,1.0,2025-02-22
S-1221,EmEa,IN,Operations,Q2-2025,Senior Staff,Q-01,Conflict of Int.,,29-09-2025
S-3016,apac,INDIA,hr,Q1 2025,Senior Staff,q-5,ethics,1.0,
S-2783,EMEA,France,s,Q4-2025,staff,q-2,Data Privacy,6.0,10-05-2025
S-1122,APAC,United States,s,Q1-2025,staff,Q-04,Conduct,,2025/04/13
S-2649,EMEA,,sales,Q2-2025,director,Q-2,Data Privacy,,2025/06/30
S-1263,APAC,,IT,q22025, ,Q-01,Ethics,1.0,26-07-2025
S-2744,AMERICAS,Germany,Sales,q22025,Staff,Q-02,Conflict of Int.,1.0,
S-3411,EmEa,     ,sales,Q1-2025,Director,Q-01,Ethics,6.0,2025-10-27
S-3228,AMERICAS,,F,q22025,Director,q3,Ethics,3.0,03-02-2025
S-1706,Americas,Germany,F,Q4-2025,,Q-01,Conflict of Int.,5.0,03-11-2025
S-2618,EmEa,     ,Operations,q22025,Senior Staff,Q-04,Data Privacy,5.0,03-03-2025
S-2566,apac,United States,hr,Q3-2025,Senior Staff,Q-03,ethics,4.0,26-01-2025
S-2966,apac,INDIA,Operations,Q1 2025,staff,Q-2,ethics,2.0,2025/09/21
S-3421,apac,,F,Q1-2025, ,Q-01,Ethics,6.0,2025-05-16
S-2765,EMEA,USA,Operations,Q3-2025,Staff,3,Data Privacy,,2025-03-29
S-1365,emea,USA,IT,q22025,Staff,q04,Conflict of Int.,6.0,2025/02/18
S-1343,APAC,France,F,Q4-2025,,q3,Data privacy,,2025-03-17
S-1343,EmEa,USA,s,Q4-2025,Director,q04,Data privacy,1.0,2025/02/06
S-2635,apac,Germany,s,Q1 2025,Manager,Q-02,Data Privacy,3.0,2025/04/30
S-2804,ApAc,Japan,Finance,Q4-2025,Manager,Q-01,Conflict of Int.,1.0,24-01-2025
S-2943,ApAc,Japan,finance,Q1 2025,manager,Q-2,Data privacy,1.0,2025-07-26
S-3655,AMERICAS,India,s,Q3-2025,Director,Q-03,Data privacy,6.0,2025-09-16
S-2898,emea,,sales,q22025,Staff,Q-05,Ethics,5.0,02-03-2025
S-1363,emea,United States,Sales,Q3-2025,Staff,q-2,Data privacy,6.0,07-09-2025
S-3762,APAC,France,hr,Q2-2025,Senior Staff,q-2,Data privacy,,25-11-2025
S-1745,apac,     ,Finance,Q4-2025,director,q-5,Conduct,3.0,12-07-2025
S-3240,APAC,IN,HR,Q4-2025,director,Q-01,Compliance,4.0,2025-03-19
S-2819,Americas,India,s,Q2-2025,Senior Staff,Q-2,ethics,2.0,2025/07/02
S-1996,emea,Germany,s,Q4-2025,Manager,Q-01,Data privacy,5.0,24-04-2025
S-3190,emea, ,s,Q1 2025,Staff,Q-2,ethics,3.0,2025/03/19
S-2824,AMERICAS,UK,Finance,Q4-2025,Senior Staff,Q-02,Compliance,1.0,2025/02/27
S-3969,APAC,France,F,q22025,Manager,Q-04,Conduct,4.0,20-04-2025
S-3948,emea,USA,Sales,Q1 2025,manager,Q-01,Compliance,3.0,18-02-2025
S-2362,Americas,India,Sales,Q2-2025,Director,q-2,ethics,3.0,19-02-2025
S-2303,Americas,,Operations,q22025,Director,Q-05,Ethics,,2025-07-25
S-2926,EmEa,IN,finance,Q4-2025,Manager,q-5,Compliance,5.0,2025/10/07
S-1172,Americas,,hr,Q3-2025,,Q-03,Ethics,3.0,
S-2110,emea, ,finance,Q1 2025,staff,q3,ethics,4.0,2025/05/16
S-2730,APAC,IN,F,Q3-2025,,q-2,Compliance,5.0,2025/06/09
